,CharacterName,WikiLink,universe,woman,man,good,bad
2234,Vectron,Elseworld's Finest: Supergirl & Batgirl#Secondary characters and cameos,DC,0,0,0,0
2235,"Vega, Colonel","Batman: Knightfall#""Troika""",DC,0,0,0,0
2236,Veilmist,Khund#Khundian Legionnaires,DC,0,0,0,0
2237,Velvet Tiger,Wild Dog (comics)#Fictional character biography,DC,0,0,0,0
2238,Venelia,Themyscira (DC Comics)#Notable Amazons,DC,0,0,0,0
2239,Venev,Bloodlines (comics)#Publication history,DC,0,0,0,0
2240,Ventriloquist,Ventriloquist (comics),DC,0,0,0,0
2241,Venus Sivana,Doctor Sivana#Later appearances,DC,0,0,0,0
2242,Veridium,Veridium,DC,0,0,0,0
2243,Veronica Cale,Veronica Cale,DC,1,0,0,1
2244,Vestion,Vartox#Post Crisis,DC,0,0,0,0
2245,Vibe,Vibe (comics),DC,0,1,1,0
2246,Vice Admiral Fangschleister,Batman (1966 film)#Cast,DC,0,0,0,0
2247,Vicki Grant,Dial H for Hero#1980s series,DC,0,0,0,0
2248,Vicki Vale,Vicki Vale,DC,0,0,0,0
2249,Vigilante,Vigilante (comics),DC,0,0,0,0
2250,Viking,Maximums#Team members,DC,0,0,0,0
2251,Viking Prince,Viking Prince,DC,0,1,1,0
2252,Vikram,The Losers (2010 film),DC,0,0,0,0
2253,Vilmos Egan,Kasnia#Batman Beyond,DC,0,0,0,0
2254,"Vimana, Lorna",Xenobrood#Fictional history,DC,0,0,0,0
2255,Vince Everett,Flash in other media#The Flash (1990–1991),DC,0,0,0,0
2256,Vincent Del Arrazzio,Gotham City Police Department#Current roster,DC,0,0,0,0
2257,Vincent Velcoro (Velcro),Creature Commandos#Membership,DC,0,0,0,0
2258,Vincent Yatz,Creeper (comics)#Fictional character biography,DC,0,0,0,0
2259,"Vincent, Harry",The Shadow#Supporting characters,DC,0,0,0,0
2260,Viperie,Viperie (Action Comics 338),DC,0,0,0,0
2261,Virago,Onomatopoeia (comics)#Publication history,DC,0,0,0,0
2262,Virman Vundabar,Virman Vundabar,DC,0,0,0,0
2263,Virtuoso,Virtuoso (comics),DC,0,0,0,0
2264,Vixen,Vixen (comics),DC,1,0,1,0
2265,Vizacacha,Vizacacha,DC,0,0,0,0
2266,Voice-Over,Hero Hotline#Day shift,DC,0,0,0,0
2267,Volcana,Volcana,DC,1,0,0,1
2268,"Volt, Lord",Lady Quark#Crisis,DC,0,0,0,0
2269,Volthoom,Volthoom,DC,0,0,0,0
2270,Von Bach,Von Bach#Rogue metahumans,DC,0,0,0,0
2271,"von Gunther, Paula, Baroness",Baroness Paula von Gunther,DC,0,0,0,0
2272,Vond-Ah,Superman (1978 film)#Cast,DC,0,0,0,0
2273,Voodoo,Voodoo (Wildstorm),DC,0,0,0,0
2274,Vortex,Doom Patrol#John Byrne's Doom Patrol (volume 4),DC,0,0,0,0
2275,Vox Populi,The Monarchy (comics)#Members,DC,0,0,0,0
2276,"Vreeland, Bunny",Batman Beyond#Story,DC,0,0,0,0
2277,"Vroom, Hans",Hans Vroom (Action Comics 93),DC,0,0,0,0
2278,"Vul, Tri","Tri Vul (The Brave and the Bold, Vol. 1, 155)",DC,0,0,0,0
2279,"Vulko, Nuidis",Nuidis Vulko,DC,0,0,0,0
2280,Vulture,Terrible Trio,DC,0,1,0,1
2281,X' Hal,X' Hal,DC,0,0,0,0
2282,X-2-Y,X-2-Y (Action Comics 344),DC,0,0,0,0
2283,X-5 Super Agent,X-5 Super Agent (Quality Comics),DC,0,0,0,0
2284,X,X of the Underground,DC,0,0,0,0
2285,Xanna,Empire (comics)#Characters,DC,0,0,0,0
2286,Xanthi,Sparta of Synriannaq#Character history,DC,0,0,0,0
2287,Xardo,Xardo (Action Comics 325),DC,0,0,0,0
2288,Xasnu,Xasnu (Action Comics 278),DC,0,0,0,0
2289,X-Bomb Betty,X-Bomb Betty,DC,0,0,0,0
2290,Xenofobe,Xenofobe,DC,0,0,0,0
2291,Xeo,Xeo,DC,0,0,0,0
2292,Xera,Xera (comics),DC,0,0,0,0
2293,Xero,Xero (comics),DC,0,0,0,0
2294,Xiang-Fa,"Xiang-Fa (Green Lantern, Vol. 3, 19)",DC,0,0,0,0
2295,Xiuhtecutli,Cadre (comics)#Cadre of the Immortal,DC,0,0,1,0
2296,Xolotl,Hell (DC Comics)#Fiends,DC,0,0,0,0
2297,Xombi,Xombi,DC,0,1,1,0
2298,Xov,Xov (Action Comics 242),DC,0,0,0,0
2299,XS,XS (comics),DC,0,0,0,0
2300,4-D,International Ultramarine Corps#Founding membership,DC,0,0,0,0
2301,500Z-Q,Hero Hotline#Support crew,DC,0,0,0,0
2302,#711,711 (Quality Comics),DC,0,0,0,0
